Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда
11,2016-02-05,24,2016-02-29
11,2016-02-05,25,2016-03-01
11,2016-02-05,30,2016-03-02
11,2016-02-05,29,2016-03-03
12,2016-01-30,5,2016-02-01
12,2016-01-30,7,2016-02-02
7,2016-01-28,8,2016-01-31
6,2016-05-16,32,2016-06-13
6,2016-05-16,32,2016-06-14
6,2016-05-16,31,2016-06-15
6,2016-05-16,33,2016-06-16
6,2016-05-16,33,2016-06-17
6,2016-05-16,33,2016-06-18
6,2016-05-16,38,2016-06-19
6,2016-05-16,37,2016-06-20
6,2016-05-16,39,2016-06-21
4,2016-03-12,26,2016-04-02
4,2016-03-12,24,2016-04-03
4,2016-03-12,28,2016-04-04
4,2016-03-12,28,2016-04-05
8,2016-03-09,2,2016-03-09
13,2016-02-03,29,2016-02-27
13,2016-02-03,26,2016-02-28
13,2016-02-03,28,2016-02-29
13,2016-02-03,27,2016-03-01
15,2016-02-10,22,2016-03-02
15,2016-02-10,23,2016-03-03
7,2016-01-19,5,2016-01-22
7,2016-01-19,9,2016-01-23
7,2016-01-19,9,2016-01-24
7,2016-01-26,3,2016-01-26
15,2016-01-27,20,2016-02-11
21,2016-01-04,28,2016-01-31
21,2016-01-04,30,2016-02-01
21,2016-01-04,33,2016-02-02
21,2016-01-04,30,2016-02-03
21,2016-01-04,35,2016-02-04
21,2016-01-04,34,2016-02-05
8,2016-01-18,3,2016-01-19
8,2016-01-18,5,2016-01-20
10,2016-01-15,0,2016-01-15
10,2016-01-15,2,2016-01-16
10,2016-01-15,2,2016-01-17
10,2016-01-15,8,2016-01-18
11,2015-12-25,21,2016-01-11
11,2015-12-25,21,2016-01-12
11,2015-12-25,24,2016-01-13
11,2015-12-25,21,2016-01-14
5,2016-07-24,3,2016-07-24
5,2016-07-24,1,2016-07-25
3,2016-07-06,7,2016-07-10
3,2016-07-06,5,2016-07-11
3,2016-07-06,6,2016-07-12
3,2016-07-12,6,2016-07-13
4,2016-07-18,33,2016-08-15
4,2016-07-18,31,2016-08-16
4,2016-07-18,30,2016-08-17
4,2016-07-18,36,2016-08-18
4,2016-07-18,34,2016-08-19
4,2016-07-18,34,2016-08-20
4,2016-07-18,36,2016-08-21
5,2016-06-06,1,2016-06-07
5,2016-06-06,4,2016-06-08
5,2016-06-06,7,2016-06-09
5,2016-06-06,5,2016-06-10
5,2016-06-06,9,2016-06-11
3,2016-06-12,3,2016-06-12
5,2016-05-15,5,2016-05-19
5,2016-05-15,9,2016-05-20
5,2016-05-15,10,2016-05-21
4,2016-05-27,4,2016-05-30
4,2016-05-27,7,2016-05-31
4,2016-05-27,5,2016-06-01
4,2016-05-27,7,2016-06-02
7,2016-04-27,4,2016-04-27
8,2016-03-16,9,2016-03-21
8,2016-03-16,11,2016-03-22
8,2016-03-16,12,2016-03-23
8,2016-03-16,13,2016-03-24
8,2016-03-29,1,2016-03-30
8,2016-03-29,2,2016-03-31
8,2017-01-03,23,2017-01-21
8,2017-01-03,19,2017-01-22
12,2017-01-12,9,2017-01-17
12,2017-01-12,11,2017-01-18
12,2017-01-12,11,2017-01-19
12,2017-01-12,9,2017-01-20
11,2016-12-09,17,2016-12-26
11,2016-12-09,22,2016-12-27
11,2016-12-09,21,2016-12-28
11,2016-12-09,25,2016-12-29
20,2016-12-29,6,2016-12-31
20,2016-12-29,6,2017-01-01
25,2016-12-30,9,2017-01-03
25,2016-12-30,9,2017-01-04
25,2016-12-30,6,2017-01-05
5,2016-09-26,4,2016-09-28
6,2016-09-06,3,2016-09-08
6,2016-09-06,8,2016-09-09
6,2016-09-06,9,2016-09-10
6,2016-09-06,7,2016-09-11
3,2016-09-14,15,2016-09-29
3,2016-09-14,18,2016-09-30
3,2016-09-14,19,2016-10-01
3,2016-08-07,23,2016-08-25
3,2016-08-07,23,2016-08-26
3,2016-08-07,21,2016-08-27
5,2016-08-09,24,2016-09-02
5,2016-08-09,28,2016-09-03
5,2016-08-09,30,2016-09-04
5,2016-08-09,28,2016-09-05
5,2016-08-09,31,2016-09-06
5,2016-08-09,32,2016-09-07
4,2017-05-29,19,2017-06-14
4,2017-05-29,21,2017-06-15
4,2017-05-03,6,2017-05-06
4,2017-05-03,7,2017-05-07
4,2017-05-03,9,2017-05-08
4,2017-05-03,8,2017-05-09
3,2017-04-10,5,2017-04-14
3,2017-04-10,6,2017-04-15
4,2017-04-11,2,2017-04-11
4,2017-04-20,1,2017-04-20
4,2017-04-20,6,2017-04-21
5,2017-03-23,11,2017-03-31
5,2017-03-23,13,2017-04-01
6,2017-03-21,12,2017-03-28
3,2017-04-02,5,2017-04-03
3,2017-04-02,7,2017-04-04
3,2017-03-30,11,2017-04-06
3,2017-03-30,8,2017-04-07
3,2017-03-30,9,2017-04-08
5,2017-03-29,1,2017-03-30
5,2017-03-29,4,2017-03-31
5,2017-03-29,7,2017-04-01
5,2017-03-29,9,2017-04-02
5,2017-03-29,8,2017-04-03
5,2017-03-29,11,2017-04-04
5,2017-03-29,12,2017-04-05
4,2017-03-07,3,2017-03-08
4,2017-03-07,3,2017-03-09
4,2017-03-07,5,2017-03-10
4,2017-03-07,7,2017-03-11
4,2017-03-07,7,2017-03-12
4,2017-03-16,1,2017-03-17
4,2017-03-16,7,2017-03-18
4,2017-03-16,4,2017-03-19
4,2017-03-16,6,2017-03-20
4,2017-03-16,9,2017-03-21
4,2017-03-19,9,2017-03-23
4,2017-03-19,10,2017-03-24
4,2017-03-19,8,2017-03-25
4,2017-03-19,11,2017-03-26
4,2017-03-19,9,2017-03-27
20,2017-02-13,3,2017-02-14
20,2017-02-13,2,2017-02-15
20,2017-02-13,5,2017-02-16
20,2017-02-13,9,2017-02-17
10,2017-02-11,3,2017-02-11
10,2017-02-11,3,2017-02-12
10,2017-02-11,2,2017-02-13
6,2017-03-04,2,2017-03-05
6,2017-03-04,3,2017-03-06
21,2017-01-31,7,2017-02-04
21,2017-01-31,5,2017-02-05
21,2017-01-31,9,2017-02-06
21,2017-01-31,10,2017-02-07
21,2017-01-31,13,2017-02-08
21,2017-01-31,13,2017-02-09
21,2017-01-31,13,2017-02-10
8,2017-01-30,28,2017-02-23
8,2017-01-30,26,2017-02-24
8,2017-01-30,27,2017-02-25
8,2017-01-30,30,2017-02-26
19,2017-01-17,9,2017-01-23
19,2017-01-17,10,2017-01-24
19,2017-01-17,8,2017-01-25
19,2017-01-17,14,2017-01-26
19,2017-01-17,11,2017-01-27
7,2017-01-14,2,2017-01-14
7,2017-01-14,2,2017-01-15
7,2017-01-14,4,2017-01-16
5,2017-09-12,12,2017-09-19
4,2017-09-11,16,2017-09-25
4,2017-09-11,18,2017-09-26
4,2017-09-11,20,2017-09-27
4,2017-08-27,4,2017-08-27
3,2017-07-14,15,2017-07-27
3,2017-07-14,15,2017-07-28
3,2017-07-14,20,2017-07-29
3,2017-07-14,20,2017-07-30
3,2017-07-14,21,2017-07-31
8,2017-07-20,4,2017-07-20
11,2016-02-17,25,2016-03-12
11,2016-02-17,30,2016-03-13
11,2016-02-17,30,2016-03-14
11,2016-02-17,29,2016-03-15
11,2016-02-17,31,2016-03-16
8,2016-01-18,5,2016-01-19
8,2016-01-18,7,2016-01-20
12,2016-01-30,1,2016-01-31
12,2016-01-30,7,2016-02-01
12,2016-01-30,8,2016-02-02
34,2016-01-28,23,2016-02-19
34,2016-01-28,24,2016-02-20
34,2016-01-28,25,2016-02-21
34,2016-01-28,25,2016-02-22
10,2015-12-30,26,2016-01-25
10,2015-12-30,28,2016-01-26
10,2015-12-30,31,2016-01-27
10,2016-01-02,21,2016-01-22
10,2016-01-02,22,2016-01-23
4,2016-07-15,12,2016-07-25
4,2016-07-15,12,2016-07-26
4,2016-07-15,12,2016-07-27
4,2016-07-15,18,2016-07-28
4,2016-07-15,16,2016-07-29
4,2016-07-15,17,2016-07-30
4,2016-07-02,11,2016-07-08
4,2016-07-02,8,2016-07-09
4,2016-07-02,11,2016-07-10
4,2016-06-03,10,2016-06-10
4,2016-06-03,11,2016-06-11
4,2016-06-03,13,2016-06-12
4,2016-05-26,5,2016-05-30
4,2016-05-26,10,2016-05-31
4,2016-05-26,10,2016-06-01
4,2016-05-26,8,2016-06-02
7,2016-04-14,19,2016-05-02
8,2016-03-19,4,2016-03-19
8,2016-03-19,3,2016-03-20
4,2016-04-04,4,2016-04-06
4,2016-04-04,4,2016-04-07
4,2016-04-04,5,2016-04-08
4,2016-04-04,9,2016-04-09
6,2016-04-01,27,2016-04-26
6,2016-04-01,27,2016-04-27
6,2016-04-01,31,2016-04-28
5,2016-04-01,7,2016-04-03
5,2016-04-01,8,2016-04-04
5,2016-04-01,7,2016-04-05
11,2016-03-03,4,2016-03-07
11,2016-03-03,8,2016-03-08
11,2016-03-03,6,2016-03-09
11,2016-03-03,9,2016-03-10
11,2016-03-03,9,2016-03-11
5,2016-09-13,3,2016-09-15
5,2016-09-13,3,2016-09-16
5,2016-09-13,4,2016-09-17
5,2016-07-30,24,2016-08-18
5,2016-07-30,24,2016-08-19
5,2016-07-30,26,2016-08-20
5,2016-08-04,15,2016-08-15
5,2016-08-04,16,2016-08-16
5,2016-08-04,16,2016-08-17
3,2017-04-29,5,2017-04-29
5,2017-04-25,13,2017-05-06
5,2017-04-25,12,2017-05-07
5,2017-04-25,17,2017-05-08
4,2017-04-04,1,2017-04-04
3,2017-04-09,0,2017-04-09
3,2017-04-09,4,2017-04-10
3,2017-04-09,3,2017-04-11
4,2017-04-20,13,2017-04-28
4,2017-04-20,14,2017-04-29
4,2017-04-20,10,2017-04-30
4,2017-03-16,20,2017-03-31
4,2017-03-16,19,2017-04-01
2,2017-03-25,3,2017-03-25
2,2017-03-25,4,2017-03-26
2,2017-03-25,3,2017-03-27
2,2017-03-25,5,2017-03-28
5,2017-04-03,5,2017-04-06
5,2017-04-03,9,2017-04-07
5,2017-04-03,7,2017-04-08
7,2017-03-10,8,2017-03-13
7,2017-03-10,4,2017-03-14
7,2017-03-10,6,2017-03-15
7,2017-03-10,6,2017-03-16
6,2017-03-08,6,2017-03-11
6,2017-03-08,7,2017-03-12
7,2017-03-07,18,2017-03-25
7,2017-03-07,19,2017-03-26
7,2017-03-07,25,2017-03-27
7,2017-03-07,21,2017-03-28
16,2017-02-11,3,2017-02-13
16,2017-02-11,6,2017-02-14
16,2017-02-11,7,2017-02-15
16,2017-02-11,5,2017-02-16
16,2017-02-11,11,2017-02-17
19,2017-01-28,5,2017-01-28
5,2017-02-03,3,2017-02-05
5,2017-02-03,8,2017-02-06
5,2017-02-03,8,2017-02-07
5,2017-02-03,7,2017-02-08
14,2017-01-13,4,2017-01-14
12,2017-01-19,23,2017-02-09
12,2017-01-19,23,2017-02-10
12,2017-01-19,24,2017-02-11
12,2017-01-05,6,2017-01-10
12,2017-01-05,6,2017-01-11
12,2017-01-05,12,2017-01-12
12,2017-01-05,9,2017-01-13
21,2017-01-02,2,2017-01-02
21,2017-01-02,6,2017-01-03
14,2017-01-08,1,2017-01-09
19,2016-12-31,2,2016-12-31
19,2016-12-31,5,2017-01-01
5,2017-09-06,13,2017-09-15
5,2017-09-06,10,2017-09-16
4,2017-08-27,2,2017-08-27
5,2017-08-03,25,2017-08-25
5,2017-08-03,26,2017-08-26
5,2017-09-24,1,2017-09-24
5,2017-08-16,24,2017-09-06
5,2017-08-16,22,2017-09-07
5,2017-08-16,27,2017-09-08
3,2017-08-18,4,2017-08-21
3,2017-08-18,4,2017-08-22
3,2017-08-18,6,2017-08-23
3,2017-08-18,6,2017-08-24
3,2017-08-18,9,2017-08-25
3,2017-08-18,9,2017-08-26
3,2017-08-18,13,2017-08-27
3,2017-08-18,14,2017-08-28
3,2017-08-18,11,2017-08-29
4,2017-08-23,12,2017-08-30
4,2017-08-23,12,2017-08-31
4,2017-08-02,4,2017-08-06
4,2017-08-05,14,2017-08-14
4,2017-08-05,10,2017-08-15
4,2017-08-05,14,2017-08-16
4,2017-08-05,15,2017-08-17
4,2017-08-05,18,2017-08-18
4,2017-08-05,17,2017-08-19
4,2017-08-05,20,2017-08-20
6,2017-08-19,33,2017-09-18
5,2017-07-10,7,2017-07-14
5,2017-07-10,7,2017-07-15
6,2017-06-14,4,2017-06-14
3,2017-06-12,8,2017-06-16
3,2017-06-12,8,2017-06-17
3,2017-06-23,28,2017-07-20
3,2017-06-23,29,2017-07-21
3,2017-06-23,30,2017-07-22
3,2017-06-23,34,2017-07-23
5,2017-06-07,6,2017-06-10
5,2017-06-07,9,2017-06-11
5,2017-06-07,7,2017-06-12
5,2017-06-07,9,2017-06-13
4,2017-04-06,8,2017-04-11
4,2017-04-25,5,2017-04-29
4,2017-04-25,6,2017-04-30
4,2017-03-31,5,2017-04-04
3,2017-03-30,11,2017-04-06
3,2017-03-30,12,2017-04-07
3,2017-03-30,14,2017-04-08
9,2017-03-02,12,2017-03-12
9,2017-03-02,14,2017-03-13
9,2017-03-02,16,2017-03-14
9,2017-03-02,14,2017-03-15
7,2017-03-12,11,2017-03-23
7,2017-03-12,15,2017-03-24
7,2017-02-18,5,2017-02-19
7,2017-02-18,2,2017-02-20
7,2017-02-18,7,2017-02-21
5,2017-02-27,31,2017-03-25
5,2017-02-27,28,2017-03-26
15,2017-01-30,10,2017-02-04
15,2017-01-30,6,2017-02-05
15,2017-01-30,8,2017-02-06
15,2017-01-30,13,2017-02-07
15,2017-01-30,9,2017-02-08
15,2017-01-30,13,2017-02-09
13,2017-02-04,28,2017-02-27
13,2017-02-04,25,2017-02-28
13,2017-02-04,27,2017-03-01
17,2017-02-10,5,2017-02-13
17,2017-02-10,8,2017-02-14
17,2017-02-10,5,2017-02-15
17,2017-02-10,6,2017-02-16
17,2017-02-10,12,2017-02-17
17,2017-02-10,12,2017-02-18
17,2017-02-10,3,2017-02-11
7,2017-02-07,20,2017-02-23
7,2017-02-07,20,2017-02-24
7,2017-02-07,23,2017-02-25
7,2017-02-07,20,2017-02-26
11,2017-01-18,25,2017-02-10
20,2017-01-06,4,2017-01-06
20,2017-01-06,5,2017-01-07
20,2017-01-06,2,2017-01-08
11,2016-12-15,16,2016-12-29
11,2016-12-15,20,2016-12-30
8,2016-11-20,32,2016-12-17
4,2016-10-24,3,2016-10-27
4,2016-08-25,15,2016-09-09
4,2016-08-25,19,2016-09-10
4,2016-08-25,22,2016-09-11
4,2016-08-23,10,2016-08-31
4,2016-08-23,10,2016-09-01
4,2016-07-08,17,2016-07-20
4,2016-07-08,18,2016-07-21
5,2016-07-18,27,2016-08-11
5,2016-07-18,28,2016-08-12
5,2016-07-18,28,2016-08-13
5,2016-07-18,27,2016-08-14
5,2016-07-18,28,2016-08-15
3,2016-06-19,1,2016-06-19
4,2016-06-06,1,2016-06-06
4,2016-05-26,4,2016-05-30
4,2016-05-26,10,2016-05-31
4,2016-05-26,8,2016-06-01
4,2016-05-26,8,2016-06-02
4,2016-04-24,9,2016-04-29
4,2016-04-24,9,2016-04-30
4,2016-04-24,10,2016-05-01
5,2016-04-01,5,2016-04-03
5,2016-04-01,4,2016-04-04
5,2016-04-01,4,2016-04-05
13,2016-02-23,1,2016-02-24
8,2016-03-17,5,2016-03-21
8,2016-03-17,9,2016-03-22
8,2016-03-17,8,2016-03-23
8,2016-03-17,10,2016-03-24
34,2016-02-10,11,2016-02-19
34,2016-02-10,12,2016-02-20
34,2016-02-10,13,2016-02-21
34,2016-02-10,15,2016-02-22
12,2016-01-20,5,2016-01-21
6,2016-01-24,0,2016-01-24
15,2016-01-23,1,2016-01-23
14,2016-02-07,6,2016-02-08
14,2016-02-07,5,2016-02-09
14,2016-02-07,3,2016-02-10
17,2016-01-12,19,2016-01-30
17,2016-01-12,19,2016-01-31
17,2016-01-12,25,2016-02-01
17,2016-01-12,21,2016-02-02
10,2016-01-12,15,2016-01-26
10,2016-01-12,16,2016-01-27
9,2016-01-14,4,2016-01-14
35,2016-02-09,23,2016-03-03
35,2016-02-09,24,2016-03-04
35,2016-02-09,30,2016-03-05
12,2016-01-26,7,2016-01-31
12,2016-01-26,6,2016-02-01
12,2016-01-26,9,2016-02-02
35,2016-01-28,23,2016-02-19
35,2016-01-28,27,2016-02-20
35,2016-01-28,25,2016-02-21
35,2016-01-28,28,2016-02-22
25,2015-12-25,5,2015-12-29
25,2015-12-25,7,2015-12-30
25,2015-12-25,9,2015-12-31
25,2015-12-25,9,2016-01-01
10,2016-01-12,10,2016-01-18
10,2016-01-12,8,2016-01-19
10,2016-01-12,12,2016-01-20
10,2016-01-09,2,2016-01-09
12,2016-01-09,2,2016-01-11
12,2016-01-09,6,2016-01-12
12,2016-01-09,5,2016-01-13
12,2016-01-09,10,2016-01-14
10,2016-01-14,15,2016-01-24
10,2016-01-14,14,2016-01-25
10,2016-01-14,15,2016-01-26
10,2016-01-14,15,2016-01-27
11,2016-12-15,14,2016-12-29
11,2016-12-15,18,2016-12-30
7,2016-12-19,5,2016-12-19
4,2016-10-04,5,2016-10-06
4,2016-10-04,8,2016-10-07
5,2016-09-13,2,2016-09-13
4,2016-08-26,3,2016-08-26
4,2016-08-26,5,2016-08-27
5,2016-09-08,4,2016-09-09
5,2016-09-08,4,2016-09-10
5,2016-09-08,6,2016-09-11
5,2016-09-08,9,2016-09-12
5,2016-08-08,7,2016-08-14
5,2016-08-08,9,2016-08-15
5,2016-08-08,13,2016-08-16
5,2016-08-06,3,2016-08-06
3,2016-07-02,27,2016-07-27
3,2016-07-02,30,2016-07-28
3,2016-07-02,28,2016-07-29
3,2016-07-02,31,2016-07-30
3,2016-07-02,29,2016-07-31
4,2016-07-15,6,2016-07-18
4,2017-04-06,6,2017-04-11
3,2017-04-10,7,2017-04-14
3,2017-04-10,7,2017-04-15
6,2017-04-07,4,2017-04-07
6,2017-04-07,6,2017-04-08
6,2017-04-07,4,2017-04-09
5,2017-03-21,12,2017-04-02
5,2017-03-21,18,2017-04-03
5,2017-03-21,15,2017-04-04
5,2017-03-21,18,2017-04-05
6,2017-03-09,12,2017-03-18
6,2017-03-09,14,2017-03-19
6,2017-03-09,12,2017-03-20
6,2017-03-09,13,2017-03-21
6,2017-03-09,13,2017-03-22
6,2017-03-09,15,2017-03-23
6,2017-03-09,16,2017-03-24
17,2017-02-12,5,2017-02-15
17,2017-02-12,9,2017-02-16
7,2017-02-18,2,2017-02-20
7,2017-02-18,3,2017-02-21
9,2017-02-27,28,2017-03-25
9,2017-02-27,31,2017-03-26
9,2017-02-27,28,2017-03-27
9,2017-02-27,34,2017-03-28
9,2017-02-27,32,2017-03-29
5,2017-01-26,5,2017-01-29
5,2017-01-26,9,2017-01-30
13,2017-02-03,11,2017-02-11
13,2017-02-03,12,2017-02-12
13,2017-02-03,14,2017-02-13
13,2017-02-03,12,2017-02-14
4,2017-02-04,2,2017-02-05
7,2017-02-02,27,2017-02-26
7,2017-02-02,25,2017-02-27
7,2017-02-02,26,2017-02-28
17,2017-01-17,13,2017-01-27
17,2017-01-17,13,2017-01-28
6,2017-01-20,7,2017-01-25
6,2017-01-20,7,2017-01-26
8,2017-01-20,6,2017-01-22
8,2017-01-20,8,2017-01-23
8,2017-01-20,9,2017-01-24
28,2017-01-25,33,2017-02-22
28,2017-01-25,29,2017-02-23
28,2017-01-25,35,2017-02-24
28,2017-01-25,34,2017-02-25
19,2017-01-29,6,2017-02-03
19,2017-01-29,8,2017-02-04
10,2017-01-07,6,2017-01-09
10,2017-01-07,4,2017-01-10
10,2017-01-07,9,2017-01-11
24,2017-01-04,4,2017-01-07
14,2017-01-12,0,2017-01-12
14,2017-01-12,6,2017-01-13
14,2017-01-12,5,2017-01-14
5,2016-12-07,5,2016-12-10
5,2016-12-07,6,2016-12-11
5,2016-12-07,5,2016-12-12
5,2016-12-07,11,2016-12-13
5,2016-12-07,8,2016-12-14
5,2016-12-07,8,2016-12-15
12,2016-12-15,29,2017-01-08
4,2017-09-01,4,2017-09-02
4,2017-08-24,5,2017-08-25
6,2017-08-22,4,2017-08-23
6,2017-08-28,2,2017-08-28
6,2017-08-28,3,2017-08-29
6,2017-08-28,4,2017-08-30
4,2017-07-31,14,2017-08-13
4,2017-07-31,14,2017-08-14
4,2017-07-31,18,2017-08-15
4,2017-07-31,20,2017-08-16
4,2017-07-31,22,2017-08-17
6,2017-07-31,19,2017-08-18
6,2017-07-31,23,2017-08-19
6,2017-07-31,25,2017-08-20
6,2017-07-31,21,2017-08-21
6,2017-07-31,27,2017-08-22
5,2017-07-10,7,2017-07-14
5,2017-07-10,9,2017-07-15
3,2017-06-23,27,2017-07-20
3,2017-06-23,33,2017-07-21
3,2017-06-23,29,2017-07-22
3,2017-06-23,32,2017-07-23
6,2017-05-21,2,2017-05-21
35,2016-02-10,11,2016-02-19
35,2016-02-10,10,2016-02-20
35,2016-02-10,14,2016-02-21
35,2016-02-10,13,2016-02-22
17,2016-01-28,18,2016-02-14
17,2016-01-28,18,2016-02-15
17,2016-01-28,20,2016-02-16
17,2016-01-28,24,2016-02-17
17,2016-01-28,22,2016-02-18
11,2015-12-26,21,2016-01-14
11,2015-12-26,22,2016-01-15
11,2015-12-26,21,2016-01-16
3,2016-07-09,8,2016-07-15
3,2016-07-09,11,2016-07-16
4,2016-07-11,15,2016-07-26
4,2016-07-11,19,2016-07-27
4,2016-07-11,18,2016-07-28
4,2016-07-11,19,2016-07-29
4,2016-07-11,23,2016-07-30
4,2016-07-11,24,2016-07-31
4,2016-06-18,6,2016-06-19
4,2016-06-18,3,2016-06-20
4,2016-06-24,26,2016-07-17
4,2016-06-24,29,2016-07-18
4,2016-06-24,30,2016-07-19
4,2016-06-24,27,2016-07-20
4,2016-06-24,32,2016-07-21
4,2016-06-24,33,2016-07-22
4,2016-06-24,34,2016-07-23
4,2016-06-24,30,2016-07-24
4,2016-06-24,34,2016-07-25
3,2016-06-29,11,2016-07-07
3,2016-06-29,11,2016-07-08
3,2016-06-29,11,2016-07-09
3,2016-06-29,12,2016-07-10
3,2016-07-04,2,2016-07-05
3,2016-07-04,2,2016-07-06
5,2016-06-09,0,2016-06-09
5,2016-05-10,13,2016-05-19
5,2016-05-10,13,2016-05-20
5,2016-05-10,12,2016-05-21
8,2016-05-27,4,2016-05-30
8,2016-05-27,4,2016-05-31
8,2016-05-27,8,2016-06-01
8,2016-05-27,8,2016-06-02
5,2016-06-03,9,2016-06-10
5,2016-06-03,12,2016-06-11
5,2016-06-03,9,2016-06-12
5,2016-04-14,22,2016-05-02
3,2016-03-15,17,2016-04-01
3,2016-03-15,23,2016-04-02
3,2016-03-15,22,2016-04-03
3,2016-03-15,24,2016-04-04
3,2016-03-15,26,2016-04-05
3,2016-03-15,27,2016-04-06
3,2016-03-15,28,2016-04-07
7,2016-04-03,31,2016-05-03
42,2016-12-11,21,2016-12-28
42,2016-12-11,22,2016-12-29
42,2016-12-11,22,2016-12-30
42,2016-12-11,21,2016-12-31
42,2016-12-11,22,2017-01-01
42,2016-12-11,25,2017-01-02
3,2016-11-23,14,2016-12-04
3,2016-11-23,15,2016-12-05
3,2016-11-23,15,2016-12-06
4,2016-10-26,3,2016-10-26
5,2016-09-29,0,2016-09-29
5,2016-10-08,3,2016-10-08
6,2016-10-06,8,2016-10-12
6,2016-10-06,9,2016-10-13
5,2016-10-18,3,2016-10-18
5,2016-10-18,3,2016-10-19
4,2016-09-23,4,2016-09-24
4,2016-09-27,9,2016-10-02
4,2016-09-27,8,2016-10-03
4,2016-09-27,12,2016-10-04
4,2016-09-27,8,2016-10-05
4,2016-09-27,13,2016-10-06
4,2017-04-29,2,2017-04-29
3,2017-05-03,26,2017-05-26
3,2017-05-03,25,2017-05-27
4,2017-04-30,5,2017-04-30
4,2017-05-06,6,2017-05-08
4,2017-05-06,8,2017-05-09
4,2017-05-06,4,2017-05-10
4,2017-05-06,7,2017-05-11
4,2017-05-06,10,2017-05-12
6,2017-04-06,4,2017-04-09
6,2017-04-06,4,2017-04-10
4,2017-04-09,22,2017-04-27
4,2017-04-14,1,2017-04-15
6,2017-03-16,2,2017-03-18
6,2017-03-16,6,2017-03-19
7,2017-03-24,4,2017-03-25
5,2017-03-21,13,2017-04-02
5,2017-03-21,15,2017-04-03
5,2017-03-21,18,2017-04-04
5,2017-03-21,17,2017-04-05
14,2017-03-01,7,2017-03-03
14,2017-03-01,3,2017-03-04
14,2017-03-01,8,2017-03-05
14,2017-03-01,5,2017-03-06
14,2017-03-01,6,2017-03-07
14,2017-03-01,12,2017-03-08
14,2017-03-01,12,2017-03-09
14,2017-03-01,14,2017-03-10
6,2017-03-06,15,2017-03-21
6,2017-03-06,18,2017-03-22
6,2017-03-06,18,2017-03-23
6,2017-03-06,20,2017-03-24
7,2017-03-12,15,2017-03-26
7,2017-03-12,15,2017-03-27
7,2017-03-12,17,2017-03-28
6,2017-03-17,13,2017-03-29
6,2017-03-17,17,2017-03-30
6,2017-03-17,15,2017-03-31
6,2017-03-17,16,2017-04-01
20,2017-02-17,5,2017-02-18
9,2017-01-26,16,2017-02-07
9,2017-01-26,13,2017-02-08
9,2017-01-26,16,2017-02-09
28,2017-01-26,31,2017-02-22
28,2017-01-26,31,2017-02-23
28,2017-01-26,30,2017-02-24
28,2017-01-26,31,2017-02-25
5,2017-01-30,4,2017-01-30
9,2017-01-31,9,2017-02-04
9,2017-01-31,7,2017-02-05
9,2017-01-31,10,2017-02-06
4,2017-01-25,9,2017-01-29
17,2017-01-24,5,2017-01-27
17,2017-01-24,9,2017-01-28
27,2017-01-02,3,2017-01-03
27,2017-01-02,3,2017-01-04
27,2017-01-04,6,2017-01-05
27,2017-01-04,2,2017-01-06
4,2017-07-12,5,2017-07-14
4,2017-07-12,8,2017-07-15
5,2017-07-23,17,2017-08-09
5,2017-07-23,19,2017-08-10
4,2017-07-09,4,2017-07-09
5,2017-06-24,23,2017-07-16
5,2017-06-24,28,2017-07-17
5,2017-06-24,26,2017-07-18
5,2017-06-24,30,2017-07-19
5,2017-06-24,29,2017-07-20
5,2017-05-17,5,2017-05-22
5,2017-05-17,11,2017-05-23
5,2017-05-17,8,2017-05-24
5,2017-05-25,10,2017-06-02
11,2015-12-20,23,2016-01-08
11,2015-12-20,24,2016-01-09
11,2015-12-20,23,2016-01-10
10,2015-12-22,22,2016-01-11
8,2016-03-25,34,2016-04-23
8,2016-03-25,31,2016-04-24
8,2016-03-25,31,2016-04-25
8,2016-03-25,32,2016-04-26
8,2016-03-25,33,2016-04-27
8,2016-03-25,35,2016-04-28
13,2016-02-25,5,2016-02-29
13,2016-02-25,10,2016-03-01
13,2016-02-25,7,2016-03-02
13,2016-02-25,8,2016-03-03
7,2016-03-02,22,2016-03-22
7,2016-03-02,25,2016-03-23
7,2016-03-02,25,2016-03-24
8,2016-03-10,3,2016-03-11
8,2016-03-10,7,2016-03-12
8,2016-03-10,8,2016-03-13
13,2016-02-12,2,2016-02-12
13,2016-02-12,5,2016-02-13
13,2016-02-12,5,2016-02-14
35,2016-02-16,1,2016-02-16
35,2016-02-16,5,2016-02-17
35,2016-02-16,2,2016-02-18
35,2016-02-16,7,2016-02-19
35,2016-02-16,6,2016-02-20
17,2016-02-14,1,2016-02-15
10,2016-02-15,29,2016-03-14
10,2016-02-15,29,2016-03-15
10,2016-02-15,31,2016-03-16
10,2016-02-15,32,2016-03-17
10,2016-02-15,34,2016-03-18
10,2016-02-15,33,2016-03-19
10,2016-01-19,3,2016-01-21
19,2016-01-22,15,2016-02-05
19,2016-01-22,20,2016-02-06
12,2016-01-08,9,2016-01-12
12,2016-01-08,8,2016-01-13
12,2016-01-08,9,2016-01-14
12,2016-01-08,8,2016-01-15
12,2016-01-08,12,2016-01-16
4,2016-08-05,4,2016-08-05
3,2016-08-12,2,2016-08-14
4,2016-07-11,17,2016-07-26
4,2016-07-11,18,2016-07-27
4,2016-07-11,22,2016-07-28
4,2016-07-11,18,2016-07-29
